,,,,,,,,State
State,ZipCode,TaxRegionName,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
IL,62816,JEFFERSON COUNTY,0.062500,0.067500,0.005000,0,0,2
IL,62817,BROUGHTON,0.062500,0.072500,0.010000,0.000000,0,5
IL,62818,BROWNS,0.062500,0.072500,0.010000,0.000000,0,1
IL,62819,BUCKNER,0.062500,0.072500,0.010000,0.000000,0,1
IL,62820,WHITE COUNTY,0.062500,0.072500,0.010000,0,0,2
IL,62821,CARMI,0.062500,0.080000,0.010000,0.007500,0,4
IL,62822,CHRISTOPHER,0.062500,0.082500,0.010000,0.010000,0,1
IL,62823,CISNE,0.062500,0.070000,0.007500,0.000000,0,2
IL,62824,CLAY COUNTY,0.062500,0.067500,0.005000,0,0,1
IL,62825,NORTH,0.062500,0.072500,0.010000,0.000000,0,1
IL,62827,CROSSVILLE,0.062500,0.072500,0.010000,0.000000,0,4
IL,62828,DAHLGREN,0.062500,0.072500,0.010000,0.000000,0,2
IL,62829,HAMILTON COUNTY,0.062500,0.072500,0.010000,0,0,2
IL,62830,JEFFERSON COUNTY,0.062500,0.067500,0.005000,0,0,1
IL,62831,WASHINGTON COUNTY,0.062500,0.062500,0.000000,0,0,2
IL,62832,DU QUOIN,0.062500,0.092500,0.015000,0.015000,0,2
IL,62833,WAYNE COUNTY,0.062500,0.070000,0.007500,0,0,1
IL,62835,WHITE COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62836,FRANKLIN COUNTY,0.062500,0.072500,0.010000,0,0,2
IL,62837,FAIRFIELD,0.062500,0.070000,0.007500,0.000000,0,8
IL,62838,FARINA (FAYETTE CO),0.062500,0.062500,0.000000,0.000000,0,3
IL,62839,FLORA,0.062500,0.072500,0.005000,0.005000,0,1
IL,62840,WEST FRANKFORT,0.062500,0.082500,0.010000,0.010000,0,1
IL,62841,FREEMAN SPUR (WILLIAMSON CO),0.062500,0.072500,0.010000,0.000000,0,1
IL,62842,JEFFERSONVILLE,0.062500,0.070000,0.007500,0.000000,0,4
IL,62843,GOLDEN GATE,0.062500,0.070000,0.007500,0.000000,0,2
IL,62844,GRAYVILLE (WHITE CO),0.062500,0.072500,0.010000,0.000000,0,1
IL,62846,JEFFERSON COUNTY,0.062500,0.067500,0.005000,0,0,2
IL,62848,IRVINGTON,0.062500,0.062500,0.000000,0.000000,0,1
IL,62849,MARION COUNTY,0.062500,0.065000,0.002500,0,0,4
IL,62850,WAYNE COUNTY,0.062500,0.070000,0.007500,0,0,2
IL,62851,JEFFERSON COUNTY,0.062500,0.067500,0.005000,0,0,3
IL,62852,CENTRALIA (MARION CO),0.062500,0.065000,0.002500,0.000000,0,1
IL,62853,MARION COUNTY,0.062500,0.065000,0.002500,0,0,3
IL,62854,MARION COUNTY,0.062500,0.065000,0.002500,0,0,1
IL,62856,HANAFORD,0.062500,0.072500,0.010000,0.000000,0,2
IL,62858,CLAY COUNTY,0.062500,0.067500,0.005000,0,0,6
IL,62859,MCLEANSBORO,0.062500,0.072500,0.010000,0.000000,0,8
IL,62860,FRANKLIN COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62861,MAUNIE,0.062500,0.072500,0.010000,0.000000,0,1
IL,62862,MILL SHOALS (WHITE CO),0.062500,0.072500,0.010000,0.000000,0,1
IL,62863,MOUNT CARMEL,0.062500,0.072500,0.010000,0.000000,0,6
IL,62864,MOUNT VERNON,0.062500,0.092500,0.005000,0.025000,0,8
IL,62865,FRANKLIN COUNTY,0.062500,0.072500,0.010000,0,0,3
IL,62867,NEW HAVEN,0.062500,0.072500,0.010000,0.000000,0,1
IL,62868,RICHLAND COUNTY,0.062500,0.077500,0.015000,0,0,2
IL,62869,NORRIS CITY (WHITE CO),0.062500,0.072500,0.010000,0.000000,0,4
IL,62870,MARION COUNTY,0.062500,0.065000,0.002500,0,0,1
IL,62871,GALLATIN COUNTY,0.062500,0.072500,0.010000,0,0,3
IL,62872,JEFFERSON COUNTY,0.062500,0.067500,0.005000,0,0,2
IL,62874,ORIENT,0.062500,0.072500,0.010000,0.000000,0,1
IL,62875,MARION COUNTY,0.062500,0.065000,0.002500,0,0,3
IL,62876,CENTRALIA (MARION CO),0.062500,0.065000,0.002500,0.000000,0,1
IL,62877,WASHINGTON COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62878,WAYNE COUNTY,0.062500,0.070000,0.007500,0,0,2
IL,62879,SAILOR SPRINGS,0.062500,0.067500,0.005000,0.000000,0,1
IL,62880,SAINT PETER,0.062500,0.062500,0.000000,0.000000,0,4
IL,62881,SALEM,0.062500,0.075000,0.002500,0.010000,0,1
IL,62882,MARION COUNTY,0.062500,0.065000,0.002500,0,0,4
IL,62883,JEFFERSON COUNTY,0.062500,0.067500,0.005000,0,0,1
IL,62884,SESSER,0.062500,0.085000,0.010000,0.012500,0,2
IL,62885,MARION COUNTY,0.062500,0.065000,0.002500,0,0,5
IL,62886,SIMS,0.062500,0.070000,0.007500,0.000000,0,2
IL,62887,SPRINGERTON,0.062500,0.072500,0.010000,0.000000,0,2
IL,62888,PERRY COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62889,JEFFERSON COUNTY,0.062500,0.067500,0.005000,0,0,2
IL,62890,FRANKLIN COUNTY,0.062500,0.072500,0.010000,0,0,6
IL,62891,VALIER,0.062500,0.072500,0.010000,0.000000,0,1
IL,62892,MARION COUNTY,0.062500,0.065000,0.002500,0,0,1
IL,62893,MARION COUNTY,0.062500,0.065000,0.002500,0,0,1
IL,62894,JEFFERSON COUNTY,0.062500,0.067500,0.005000,0,0,1
IL,62895,WAYNE (CITY),0.062500,0.070000,0.007500,0.000000,0,6
IL,62896,WEST FRANKFORT,0.062500,0.082500,0.010000,0.010000,0,6
IL,62897,FRANKLIN COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62898,JEFFERSON COUNTY,0.062500,0.067500,0.005000,0,0,4
IL,62899,CLAY COUNTY,0.062500,0.067500,0.005000,0,0,4
IL,62901,CARBONDALE (JACKSON CO),0.062500,0.097500,0.010000,0.025000,0,9
IL,62902,JACKSON COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62903,JACKSON COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62905,UNION COUNTY,0.062500,0.075000,0.012500,0,0,1
IL,62906,ANNA,0.062500,0.075000,0.012500,0.000000,0,3
IL,62907,JACKSON COUNTY,0.062500,0.072500,0.010000,0,0,2
IL,62908,MASSAC COUNTY,0.062500,0.062500,0.000000,0,0,2
IL,62909,JOHNSON COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62910,MASSAC COUNTY,0.062500,0.062500,0.000000,0,0,5
IL,62912,JOHNSON COUNTY,0.062500,0.077500,0.015000,0,0,3
IL,62914,CAIRO,0.062500,0.062500,0.000000,0.000000,0,5
IL,62915,CAMBRIA,0.062500,0.072500,0.010000,0.000000,0,1
IL,62916,JACKSON COUNTY,0.062500,0.072500,0.010000,0,0,2
IL,62917,SALINE COUNTY,0.062500,0.080000,0.017500,0,0,4
IL,62918,CARTERVILLE,0.062500,0.087500,0.010000,0.015000,0,4
IL,62919,CAVE-IN-ROCK,0.062500,0.082500,0.020000,0.000000,0,3
IL,62920,UNION COUNTY,0.062500,0.075000,0.012500,0,0,1
IL,62921,COLP,0.062500,0.072500,0.010000,0.000000,0,3
IL,62922,WILLIAMSON COUNTY,0.062500,0.072500,0.010000,0,0,4
IL,62923,JOHNSON COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62924,JACKSON COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62926,UNION COUNTY,0.062500,0.075000,0.012500,0,0,2
IL,62927,DOWELL,0.062500,0.072500,0.010000,0.000000,0,1
IL,62928,EDDYVILLE,0.062500,0.062500,0.000000,0.000000,0,1
IL,62930,ELDORADO,0.062500,0.080000,0.017500,0.000000,0,8
IL,62931,ELIZABETHTOWN,0.062500,0.082500,0.020000,0.000000,0,1
IL,62932,JACKSON COUNTY,0.062500,0.072500,0.010000,0,0,3
IL,62933,ENERGY,0.062500,0.072500,0.010000,0.000000,0,1
IL,62934,EQUALITY,0.062500,0.072500,0.010000,0.000000,0,1
IL,62935,SALINE COUNTY,0.062500,0.080000,0.017500,0,0,4
IL,62938,GOLCONDA,0.062500,0.062500,0.000000,0.000000,0,4
IL,62939,JOHNSON COUNTY,0.062500,0.077500,0.015000,0,0,3
IL,62940,JACKSON COUNTY,0.062500,0.072500,0.010000,0,0,3
IL,62941,PULASKI COUNTY,0.062500,0.062500,0.000000,0,0,3
IL,62942,GRAND TOWER,0.062500,0.072500,0.010000,0.000000,0,3
IL,62943,JOHNSON COUNTY,0.062500,0.077500,0.015000,0,0,7
IL,62946,HARRISBURG,0.062500,0.080000,0.017500,0.000000,0,1
IL,62947,POPE COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62948,HERRIN,0.062500,0.087500,0.010000,0.015000,0,2
IL,62949,HURST,0.062500,0.082500,0.010000,0.010000,0,1
IL,62950,JACKSON COUNTY,0.062500,0.072500,0.010000,0,0,5
IL,62951,JOHNSTON,0.062500,0.087500,0.010000,0.015000,0,4
IL,62952,UNION COUNTY,0.062500,0.075000,0.012500,0,0,3
IL,62953,JOPPA,0.062500,0.062500,0.000000,0.000000,0,1
IL,62954,GALLATIN COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62956,KARNAK,0.062500,0.062500,0.000000,0.000000,0,1
IL,62957,ALEXANDER COUNTY,0.062500,0.062500,0.000000,0,0,2
IL,62958,JACKSON COUNTY,0.062500,0.072500,0.010000,0,0,2
IL,62959,MARION,0.062500,0.087500,0.010000,0.015000,0,2
IL,62960,METROPOLIS,0.062500,0.062500,0.000000,0.000000,0,3
IL,62961,MILL CREEK,0.062500,0.075000,0.012500,0.000000,0,1
IL,62962,ALEXANDER COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62963,MOUND,0.062500,0.062500,0.000000,0.000000,0,1
IL,62964,MOUNDS,0.062500,0.062500,0.000000,0.000000,0,4
IL,62965,MUDDY,0.062500,0.080000,0.017500,0.000000,0,1
IL,62966,JACKSON COUNTY,0.062500,0.072500,0.010000,0,0,5
IL,62967,NEW BURNSIDE,0.062500,0.077500,0.015000,0.000000,0,1
IL,62969,ALEXANDER COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62970,PULASKI COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62971,JACKSON COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62972,JOHNSON COUNTY,0.062500,0.077500,0.015000,0,0,4
IL,62973,PULASKI COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62974,WILLIAMSON COUNTY,0.062500,0.072500,0.010000,0,0,2
IL,62975,JACKSON COUNTY,0.062500,0.072500,0.010000,0,0,1
IL,62976,PULASKI COUNTY,0.062500,0.062500,0.000000,0,0,1
IL,62977,SALINE COUNTY,0.062500,0.080000,0.017500,0,0,1
IL,62979,RIDGWAY,0.062500,0.072500,0.010000,0.000000,0,2
IL,62982,ROSICLARE,0.062500,0.082500,0.020000,0.000000,0,1
IL,62983,ROYALTON,0.062500,0.072500,0.010000,0.000000,0,1
IL,62984,SHAWNEETOWN,0.062500,0.072500,0.010000,0.000000,0,5
IL,62985,JOHNSON COUNTY,0.062500,0.077500,0.015000,0,0,2
IL,62987,SALINE COUNTY,0.062500,0.080000,0.017500,0,0,2
IL,62988,ALEXANDER COUNTY,0.062500,0.062500,0.000000,0,0,2
IL,62990,ALEXANDER COUNTY,0.062500,0.062500,0.000000,0,0,3
IL,62992,ULLIN,0.062500,0.062500,0.000000,0.000000,0,1
IL,62994,JACKSON COUNTY,0.062500,0.072500,0.010000,0,0,2
IL,62995,JOHNSON COUNTY,0.062500,0.077500,0.015000,0,0,1
IL,62996,PULASKI COUNTY,0.062500,0.062500,0.000000,0,0,2
IL,62997,WILLISVILLE,0.062500,0.077500,0.015000,0.000000,0,1
IL,62998,UNION COUNTY,0.062500,0.075000,0.012500,0,0,1
IL,62999,ZEIGLER,0.062500,0.072500,0.010000,0.000000,0,2
State,ZipCode,TaxRegionName,StateRate,EstimatedCombinedRate,EstimatedCountyRate,EstimatedCityRate,EstimatedSpecialRate,RiskLevel
IN,46001,MADISON,0.070000,0.070000,0.000000,0,0,0
IN,46011,ANDERSON,0.070000,0.070000,0.000000,0.000000,0,0
IN,46012,ANDERSON,0.070000,0.070000,0.000000,0.000000,0,0
IN,46013,ANDERSON,0.070000,0.070000,0.000000,0.000000,0,0
IN,46014,ANDERSON,0.070000,0.070000,0.000000,0.000000,0,0
IN,46015,ANDERSON,0.070000,0.070000,0.000000,0.000000,0,0
IN,46016,ANDERSON,0.070000,0.070000,0.000000,0.000000,0,0
IN,46017,MADISON,0.070000,0.070000,0.000000,0,0,0
IN,46018,ANDERSON,0.070000,0.070000,0.000000,0.000000,0,0
IN,46030,HAMILTON,0.070000,0.070000,0.000000,0,0,0
IN,46031,HAMILTON,0.070000,0.070000,0.000000,0,0,0
IN,46032,CARMEL ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46033,CARMEL ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46034,CICERO ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46035,COLFAX ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46036,ELWOOD ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46037,FISHERS ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46038,FISHERS ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46039,CLINTON,0.070000,0.070000,0.000000,0,0,0
IN,46040,FORTVILLE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46041,FRANKFORT ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46044,MADISON,0.070000,0.070000,0.000000,0,0,0
IN,46045,TIPTON,0.070000,0.070000,0.000000,0,0,0
IN,46047,TIPTON,0.070000,0.070000,0.000000,0,0,0
IN,46048,INGALLS ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46049,TIPTON,0.070000,0.070000,0.000000,0,0,0
IN,46050,CLINTON,0.070000,0.070000,0.000000,0,0,0
IN,46051,LAPEL ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46052,LEBANON ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46055,MCCORDSVILLE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46056,MADISON,0.070000,0.070000,0.000000,0,0,0
IN,46057,CLINTON,0.070000,0.070000,0.000000,0,0,0
IN,46058,CLINTON,0.070000,0.070000,0.000000,0,0,0
IN,46060,NOBLESVILLE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46061,NOBLESVILLE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46062,NOBLESVILLE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46063,ORESTES ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46064,MADISON,0.070000,0.070000,0.000000,0,0,0
IN,46065,CLINTON,0.070000,0.070000,0.000000,0,0,0
IN,46067,CLINTON,0.070000,0.070000,0.000000,0,0,0
IN,46068,TIPTON,0.070000,0.070000,0.000000,0,0,0
IN,46069,SHERIDAN ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46070,MADISON,0.070000,0.070000,0.000000,0,0,0
IN,46071,BOONE ,0.070000,0.070000,0.000000,0,0,0
IN,46072,TIPTON,0.070000,0.070000,0.000000,0,0,0
IN,46074,WESTFIELD ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46075,WHITESTOWN ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46076,TIPTON,0.070000,0.070000,0.000000,0,0,0
IN,46077, ZIONSVILLE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46082,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46085,FISHERS ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46102,ADVANCE,0.070000,0.070000,0.000000,0.000000,0,0
IN,46103,AMO ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46104,RUSH,0.070000,0.070000,0.000000,0,0,0
IN,46105,PUTNAM,0.070000,0.070000,0.000000,0,0,0
IN,46106,BARGERSVILLE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46107,BEECH GROVE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46110,SHELBY,0.070000,0.070000,0.000000,0,0,0
IN,46111,BROOKLYN ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46112,BROWNSBURG ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46113,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46115,RUSH,0.070000,0.070000,0.000000,0,0,0
IN,46117,HANCOCK,0.070000,0.070000,0.000000,0,0,0
IN,46118,HENDRICKS,0.070000,0.070000,0.000000,0,0,0
IN,46120,PUTNAM,0.070000,0.070000,0.000000,0,0,0
IN,46121,HENDRICKS,0.070000,0.070000,0.000000,0,0,0
IN,46122,DANVILLE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46123,HENDRICKS,0.070000,0.070000,0.000000,0,0,0
IN,46124,EDINBURGH ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46125,MORGAN,0.070000,0.070000,0.000000,0,0,0
IN,46126,SHELBY,0.070000,0.070000,0.000000,0,0,0
IN,46127,RUSH,0.070000,0.070000,0.000000,0,0,0
IN,46128,PUTNAM,0.070000,0.070000,0.000000,0,0,0
IN,46130,SHELBY,0.070000,0.070000,0.000000,0,0,0
IN,46131,FRANKLIN ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46133,FAYETTE,0.070000,0.070000,0.000000,0,0,0
IN,46135,PUTNAM,0.070000,0.070000,0.000000,0,0,0
IN,46140,GREENFIELD ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46142,GREENWOOD ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46143,GREENWOOD ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46144,SHELBY,0.070000,0.070000,0.000000,0,0,0
IN,46146,RUSH,0.070000,0.070000,0.000000,0,0,0
IN,46147,BOONE ,0.070000,0.070000,0.000000,0,0,0
IN,46148,KNIGHTSTOWN ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46149,HENDRICKS,0.070000,0.070000,0.000000,0,0,0
IN,46150,RUSH,0.070000,0.070000,0.000000,0,0,0
IN,46151,MORGAN,0.070000,0.070000,0.000000,0,0,0
IN,46154,HANCOCK,0.070000,0.070000,0.000000,0,0,0
IN,46155,RUSH,0.070000,0.070000,0.000000,0,0,0
IN,46156,RUSH,0.070000,0.070000,0.000000,0,0,0
IN,46157,MORGAN,0.070000,0.070000,0.000000,0,0,0
IN,46158,MORGAN,0.070000,0.070000,0.000000,0,0,0
IN,46160,BROWN ,0.070000,0.070000,0.000000,0,0,0
IN,46161,SHELBY,0.070000,0.070000,0.000000,0,0,0
IN,46162,JOHNSON,0.070000,0.070000,0.000000,0,0,0
IN,46163,HANCOCK,0.070000,0.070000,0.000000,0,0,0
IN,46164,BROWN ,0.070000,0.070000,0.000000,0,0,0
IN,46165,HENDRICKS,0.070000,0.070000,0.000000,0,0,0
IN,46166,MORGAN,0.070000,0.070000,0.000000,0,0,0
IN,46167,HENDRICKS,0.070000,0.070000,0.000000,0,0,0
IN,46168,PLAINFIELD ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46170,PUTNAM,0.070000,0.070000,0.000000,0,0,0
IN,46171,PUTNAM,0.070000,0.070000,0.000000,0,0,0
IN,46172,PUTNAM,0.070000,0.070000,0.000000,0,0,0
IN,46173,RUSH,0.070000,0.070000,0.000000,0,0,0
IN,46175,PUTNAM,0.070000,0.070000,0.000000,0,0,0
IN,46176,SHELBYVILLE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46180,MORGAN,0.070000,0.070000,0.000000,0,0,0
IN,46181,JOHNSON,0.070000,0.070000,0.000000,0,0,0
IN,46182,SHELBY,0.070000,0.070000,0.000000,0,0,0
IN,46183,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46184,WHITELAND ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46186,HANCOCK,0.070000,0.070000,0.000000,0,0,0
IN,46201,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46202,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46203,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46204,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46205,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46206,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46207,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46208,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46209,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46210,WHITESTOWN ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46213,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46214,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46216,LAWRENCE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46217,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46218,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46219,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46220,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46221,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46222,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46224,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46225,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46226,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46227,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46228,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46229,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46230,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46231,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46234,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46235,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46236,LAWRENCE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46237,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46239,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46240,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46241,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46242,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46244,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46247,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46249,LAWRENCE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46250,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46251,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46253,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46254,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46255,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46256,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46259,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46260,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46262,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46268,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46277,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46278,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46280,HAMILTON,0.070000,0.070000,0.000000,0,0,0
IN,46282,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46283,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46285,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46290,CARMEL ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46298,MARION,0.070000,0.070000,0.000000,0,0,0
IN,46301,BEVERLY SHORES,0.070000,0.070000,0.000000,0.000000,0,0
IN,46302,PORTER,0.070000,0.070000,0.000000,0,0,0
IN,46303,CEDAR LAKE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46304,CHESTERTON ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46307,CROWN POINT ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46308,CROWN POINT ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46310,JASPER,0.070000,0.070000,0.000000,0,0,0
IN,46311,DYER ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46312,EAST CHICAGO ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46319,GRIFFITH ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46320,HAMMOND ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46321,MUNSTER ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46322,HIGHLAND ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46323,HAMMOND ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46324,HAMMOND ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46325,HAMMOND ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46327,HAMMOND ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46340,LAPORTE,0.070000,0.070000,0.000000,0,0,0
IN,46341,HEBRON ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46342,HOBART ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46345,LA PORTE,0.070000,0.070000,0.000000,0.000000,0,0
IN,46346,KINGSFORD HEIGHTS ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46347,KOUTS ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46348,LAPORTE,0.070000,0.070000,0.000000,0,0,0
IN,46349,NEWTON,0.070000,0.070000,0.000000,0,0,0
IN,46350,LA PORTE,0.070000,0.070000,0.000000,0.000000,0,0
IN,46352,LA PORTE,0.070000,0.070000,0.000000,0.000000,0,0
IN,46355,LAKE,0.070000,0.070000,0.000000,0,0,0
IN,46356,LAKE,0.070000,0.070000,0.000000,0,0,0
IN,46360,MICHIGAN CITY ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46361,MICHIGAN CITY ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46365,LAPORTE,0.070000,0.070000,0.000000,0,0,0
IN,46366,STARKE,0.070000,0.070000,0.000000,0,0,0
IN,46368,PORTAGE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46371,LAPORTE,0.070000,0.070000,0.000000,0,0,0
IN,46372,NEWTON,0.070000,0.070000,0.000000,0,0,0
IN,46373,SAINT JOHN,0.070000,0.070000,0.000000,0.000000,0,0
IN,46374,STARKE,0.070000,0.070000,0.000000,0,0,0
IN,46375,SCHERERVILLE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46376,SCHNEIDER ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46377,LAKE,0.070000,0.070000,0.000000,0,0,0
IN,46379,NEWTON,0.070000,0.070000,0.000000,0,0,0
IN,46380,JASPER,0.070000,0.070000,0.000000,0,0,0
IN,46381,NEWTON,0.070000,0.070000,0.000000,0,0,0
IN,46382,LAPORTE,0.070000,0.070000,0.000000,0,0,0
IN,46383,VALPARAISO ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46384,VALPARAISO ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46385,PORTER,0.070000,0.070000,0.000000,0,0,0
IN,46390,LAPORTE,0.070000,0.070000,0.000000,0,0,0
IN,46391,WESTVILLE ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46392,JASPER,0.070000,0.070000,0.000000,0,0,0
IN,46393,PORTER,0.070000,0.070000,0.000000,0,0,0
IN,46394,HAMMOND ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46401,GARY ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46402,GARY ,0.070000,0.070000,0.000000,0.000000,0,0
IN,46403,GARY ,0.070000,0.070000,0.000000,0.000000,0,0
